dataset,filename,emotion,length,path,features
ravdees,01-2-speech_ravdees_fearful_48.wav,fearful,4.3710657596371885,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/fearful/01-2-speech_ravdees_fearful_48.wav,0.4198988974094391 0.03420151397585869 2356.8566106329044 1910.0939094832938 4624.429744525547 0.2611805713959854 -418.924560546875 5.871567249298096 -24.93317222595215 -1.7402453422546387 -17.882587432861328 -11.562970161437988 -24.404300689697266 -9.131937026977539 -9.22547435760498 -0.18196526169776917 -1.9581009149551392 8.138891220092773 8.66463851928711 -1.8670883178710938 -3.927541494369507 -3.737060070037842 -1.6583770513534546 13.382431030273438 7.826138973236084 7.773237705230713
ravdees,01-2-speech_ravdees_disgust_3.wav,disgust,3.570249433106576,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/disgust/01-2-speech_ravdees_disgust_3.wav,0.3852500915527344 0.006821465212851763 2306.283011847168 1534.3369571393046 3932.059151785714 0.2828587123325893 -575.2171020507812 45.44575119018555 0.4599830210208893 8.54753303527832 -6.040003299713135 -10.196228981018066 -12.50481128692627 -5.77679443359375 -3.137751340866089 -6.3251776695251465 -4.976114749908447 -0.852181613445282 -5.3108086585998535 -0.7711480855941772 -6.293094158172607 -0.4553046226501465 -7.507232666015625 -1.4420195817947388 -6.395968914031982 -3.008941411972046
savee,02_savee_neutral_99.wav,neutral,3.288798185941043,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/neutral/02_savee_neutral_99.wav,0.4747927784919739 0.06739786267280579 652.4391611702437 979.1003619323757 1260.3155339805826 0.01701873483009709 -390.4626770019531 125.53133392333984 28.20145606994629 34.370670318603516 10.357301712036133 -6.930124759674072 -9.344857215881348 2.6240074634552 -16.388545989990234 -0.37872785329818726 0.8538796901702881 -3.099996328353882 1.6316756010055542 6.238722801208496 -8.881040573120117 2.1756341457366943 -0.9973767995834351 -5.408604145050049 3.1342689990997314 4.1045308113098145
ravdees,01-2-speech_ravdees_disgust_19.wav,disgust,4.070793650793651,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/disgust/01-2-speech_ravdees_disgust_19.wav,0.5055546164512634 0.007963555864989758 2508.968268379701 1801.6360188595836 4504.33349609375 0.2711181640625 -548.5681762695312 41.360130310058594 -13.641112327575684 -0.681499183177948 -13.248736381530762 -0.820149302482605 -11.343549728393555 -16.263755798339844 -3.693256378173828 -1.3889744281768799 -11.331830024719238 0.12514430284500122 -6.966538429260254 -5.795687675476074 -10.799108505249023 -5.259555339813232 -6.117082595825195 -8.362564086914062 -3.8604605197906494 -5.018865585327148
ravdees,01-1-songs_ravdees_sad_180.wav,sad,5.071791383219955,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/01-1-songs_ravdees_sad_180.wav,0.36810773611068726 0.00801167543977499 1847.6861323209732 1792.6195312154487 3953.125 0.14642602692610063 -606.8386840820312 30.15589714050293 -15.095033645629883 8.875971794128418 -22.874391555786133 4.71071195602417 -10.554965019226074 -10.594746589660645 -3.5649900436401367 -3.8633580207824707 -3.2161762714385986 -2.1810219287872314 0.26789942383766174 2.46174693107605 5.5280609130859375 11.373152732849121 18.819528579711914 29.712398529052734 22.267213821411133 15.42451000213623
ravdees,01-1-songs_ravdees_angry_49.wav,angry,4.170839002267574,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/01-1-songs_ravdees_angry_49.wav,0.4894859492778778 0.06341689079999924 1852.4793273600224 1686.3481923529102 3668.8334923664124 0.13526508826335878 -349.7331237792969 49.2327995300293 -23.7023868560791 18.414194107055664 -6.269595146179199 -3.8676719665527344 -1.156306266784668 -18.038585662841797 6.280509948730469 -3.2094640731811523 -5.7607598304748535 7.170588970184326 -8.065868377685547 4.041201591491699 -2.438183307647705 -0.31578314304351807 -3.531524658203125 2.9548277854919434 -5.115478038787842 2.5154268741607666
ravdees,01-1-songs_ravdees_calm_40.wav,calm,4.5712471655328795,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/calm/01-1-songs_ravdees_calm_40.wav,0.40836432576179504 0.005295461043715477 1882.1035095199852 1857.190252373303 3812.991695804196 0.19314084353146854 -584.3348999023438 49.90743637084961 0.717284083366394 6.463162899017334 1.540013074874878 -1.9938595294952393 -10.629753112792969 -9.817558288574219 -8.457306861877441 6.940297603607178 -8.168503761291504 -1.9585174322128296 -0.6152732968330383 5.652594566345215 -6.242764472961426 0.5565384030342102 0.7737224102020264 -3.5129215717315674 -6.346706390380859 2.8634824752807617
ravdees,01-2-speech_ravdees_surprised_21.wav,surprised,3.5035374149659866,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/surprised/01-2-speech_ravdees_surprised_21.wav,0.5356867909431458 0.0034231035970151424 2581.2834393589715 1972.8588877589902 4818.678977272727 0.32427201704545455 -657.4075317382812 41.777523040771484 0.9133499264717102 4.274702072143555 -6.9727373123168945 2.471447706222534 -8.683850288391113 -11.291542053222656 -8.810502052307129 -7.562402725219727 -8.239086151123047 -6.555673122406006 -3.917205810546875 -3.135002613067627 -8.577337265014648 -4.892648696899414 -5.879302501678467 -2.957174062728882 -4.333261966705322 -3.8007915019989014
ravdees,01-2-speech_ravdees_disgust_79.wav,disgust,3.603628117913832,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/disgust/01-2-speech_ravdees_disgust_79.wav,0.5035688877105713 0.0037281212862581015 2438.009493562929 1968.525167726865 4668.279867256637 0.24244244330752213 -572.3529052734375 47.53713607788086 1.0843186378479004 14.343462944030762 -2.659881830215454 -10.400859832763672 -15.520566940307617 -2.5974464416503906 -6.247591972351074 0.45912954211235046 -13.23170280456543 -2.802626848220825 -6.482027530670166 -1.4492675065994263 -6.438803672790527 -1.4667624235153198 -6.655627727508545 -0.4223634898662567 -10.31281852722168 -2.0590405464172363
ravdees,01-2-speech_ravdees_surprised_178.wav,surprised,3.4034013605442177,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/surprised/01-2-speech_ravdees_surprised_178.wav,0.5754635334014893 0.003286902094259858 2474.862082978505 1900.8475348586235 4563.595210280374 0.30775408878504673 -653.8479614257812 49.624298095703125 -3.2475693225860596 11.130053520202637 -1.2904120683670044 -4.403707981109619 -9.256366729736328 -9.124311447143555 -10.009939193725586 0.816585123538971 -7.396990776062012 0.5245046615600586 -8.606038093566895 -0.6352320909500122 -5.46021842956543 -7.355269908905029 -3.2984514236450195 -2.800628900527954 -6.47109317779541 -3.2821364402770996
emodb,0_emodb_sad_45.wav,sad,3.892018140589569,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/0_emodb_sad_45.wav,0.4007719159126282 0.1708349585533142 1709.4242705454349 1711.9505718915093 3416.88012295082 0.08823082095286885 -165.73458862304688 82.49890899658203 19.07024383544922 39.28310012817383 5.054824352264404 25.03601837158203 2.410945177078247 2.5870885848999023 -7.7880682945251465 -0.17363159358501434 2.272852897644043 -2.887190103530884 0.17069096863269806 7.91241455078125 -6.192747116088867 3.5420114994049072 -5.076042652130127 6.9030375480651855 -10.677431106567383 3.522655725479126
ravdees,01-2-speech_ravdees_neutral_69.wav,neutral,3.570249433106576,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/neutral/01-2-speech_ravdees_neutral_69.wav,0.47204461693763733 0.0016542439116165042 2508.504536520618 1793.3791614896047 4493.931361607143 0.3114013671875 -719.4903564453125 40.23577117919922 3.477485418319702 2.430389404296875 -11.492292404174805 -1.810874104499817 -15.493468284606934 -2.8893768787384033 -6.651155948638916 -2.420597553253174 -7.545871257781982 -1.2975400686264038 -6.316235065460205 -3.994497776031494 -4.301285743713379 -2.4312500953674316 -5.46782922744751 1.5221107006072998 -1.1170217990875244 1.2520205974578857
ravdees,01-2-speech_ravdees_angry_82.wav,angry,3.9039455782312924,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/01-2-speech_ravdees_angry_82.wav,0.35854044556617737 0.025387821719050407 2103.4101156807274 1516.4130264971166 3813.5245901639346 0.23696449154713115 -432.7684326171875 22.00701141357422 -23.124603271484375 2.6182620525360107 -21.753807067871094 1.5767890214920044 -16.003690719604492 -4.427404403686523 -5.788303852081299 -2.471588611602783 -5.624271869659424 -4.9430742263793945 -2.9192934036254883 -2.5799896717071533 -1.204824447631836 3.091287612915039 1.1313159465789795 4.304343223571777 2.004707098007202 1.2182472944259644
ravdees,01-1-songs_ravdees_fearful_76.wav,fearful,4.50453514739229,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/fearful/01-1-songs_ravdees_fearful_76.wav,0.34065788984298706 0.02183331921696663 2474.289873570655 1745.318583945805 4493.351063829788 0.2945513353280142 -470.8597106933594 8.390352249145508 -30.110206604003906 5.325409889221191 -25.145235061645508 -6.135116100311279 -19.026607513427734 -14.241390228271484 -4.745273590087891 -11.544917106628418 -9.218535423278809 -2.2072646617889404 -0.13073311746120453 -1.7959181070327759 -3.4556124210357666 7.871227264404297 5.257180690765381 19.839937210083008 14.730978012084961 7.992203235626221
ravdees,01-2-speech_ravdees_fearful_190.wav,fearful,3.8705215419501133,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/fearful/01-2-speech_ravdees_fearful_190.wav,0.4132336378097534 0.0247500017285347 2083.540718909207 1887.8924961858022 4326.5754132231405 0.18202398631198347 -455.2108154296875 20.87290382385254 -20.52285385131836 0.7553310990333557 -14.340124130249023 -0.1721649318933487 -12.520487785339355 -11.926125526428223 -4.370579242706299 -3.327207088470459 -4.541945457458496 3.006680965423584 5.0495381355285645 5.989835739135742 6.380672454833984 14.906457901000977 16.0766658782959 15.030149459838867 7.868911266326904 1.1599116325378418
ravdees,01-1-songs_ravdees_sad_118.wav,sad,4.971655328798186,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/01-1-songs_ravdees_sad_118.wav,0.38934624195098877 0.008535840548574924 2200.530739320371 1736.075529126925 3999.749599358974 0.33621920072115385 -584.505859375 29.81525993347168 -24.250396728515625 -16.053449630737305 -30.933080673217773 -10.44351863861084 -24.883907318115234 -19.269662857055664 -12.599116325378418 -6.097487926483154 -6.568621635437012 -10.673460006713867 -0.10989966988563538 -1.0053331851959229 -4.869919300079346 9.773298263549805 6.728270053863525 13.889062881469727 13.148337364196777 7.823099613189697
ravdees,01-2-speech_ravdees_calm_180.wav,calm,3.603628117913832,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/calm/01-2-speech_ravdees_calm_180.wav,0.577430009841919 0.0018130993703380227 2298.5109659046307 1853.118733884201 4323.2853982300885 0.30284240182522126 -695.9136352539062 62.33902359008789 -1.2508678436279297 15.039801597595215 4.288877964019775 -2.2245256900787354 -7.446868419647217 -7.607816219329834 -8.881939888000488 2.617778778076172 -4.221218109130859 0.43024417757987976 -6.07505989074707 1.2193810939788818 -3.42551589012146 -4.1177592277526855 -1.7880524396896362 -0.6837233304977417 -5.770114898681641 -1.998255729675293
ravdees,01-1-songs_ravdees_angry_93.wav,angry,4.437777777777778,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/01-1-songs_ravdees_angry_93.wav,0.4150128960609436 0.018612509593367577 2085.2647170631176 1794.4813570256606 3969.536870503597 0.22033427945143885 -495.564697265625 24.585796356201172 -18.66507339477539 1.8454310894012451 -15.160882949829102 -8.166855812072754 -11.312783241271973 -18.014728546142578 -3.567694902420044 -8.78945541381836 -5.619694232940674 -7.575006484985352 -8.708272933959961 -2.9747023582458496 -12.758695602416992 3.332287073135376 3.8207297325134277 12.730722427368164 16.634719848632812 14.50148868560791
ravdees,01-2-speech_ravdees_surprised_44.wav,surprised,3.2699773242630386,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/surprised/01-2-speech_ravdees_surprised_44.wav,0.5778807997703552 0.0033446357119828463 2028.7845552394817 1992.7672970786248 4394.189927184466 0.23924359071601942 -656.6681518554688 58.28382873535156 16.194334030151367 14.15445327758789 1.7831355333328247 10.170125961303711 -8.850359916687012 -0.6523508429527283 -2.8937759399414062 3.191281318664551 -6.130243301391602 4.31059455871582 -0.5344818830490112 1.8949323892593384 -1.1866313219070435 1.4262702465057373 2.905362606048584 3.7061877250671387 -1.2547037601470947 1.9999371767044067
ravdees,01-1-songs_ravdees_sad_139.wav,sad,4.3710657596371885,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/01-1-songs_ravdees_sad_139.wav,0.4192682206630707 0.003625099314376712 1973.2664565333348 1861.4825830231234 3848.5401459854015 0.26490861656021897 -657.4090576171875 58.259490966796875 3.5086355209350586 7.533199787139893 3.3811120986938477 -9.482532501220703 -15.982370376586914 -11.277881622314453 -9.462892532348633 7.1003828048706055 -11.132169723510742 6.287933349609375 -5.389095306396484 -0.13251261413097382 -4.72600793838501 -5.908858299255371 -0.9277770519256592 -0.645409882068634 -6.162603378295898 2.347548484802246
ravdees,01-2-speech_ravdees_angry_138.wav,angry,3.737097505668934,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/01-2-speech_ravdees_angry_138.wav,0.45992711186408997 0.00851898081600666 2569.0368477607212 1754.250915384962 4567.240918803419 0.30258413461538464 -544.8085327148438 21.750288009643555 -9.988508224487305 3.4462244510650635 -22.886476516723633 -4.35353422164917 -17.38142204284668 -8.380242347717285 -8.770273208618164 -3.548135280609131 -7.155853748321533 -5.119910717010498 -7.136238098144531 -5.646905899047852 -4.419635772705078 1.8318816423416138 -1.2246172428131104 1.1724172830581665 -2.432283878326416 0.17405475676059723
ravdees,01-1-songs_ravdees_sad_100.wav,sad,4.3710657596371885,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/01-1-songs_ravdees_sad_100.wav,0.4288174510002136 0.00971365999430418 1956.7385685858258 1810.514490215215 3962.477189781022 0.19817090556569342 -526.8338012695312 47.659664154052734 -10.682130813598633 17.499170303344727 -4.661900043487549 -4.283164978027344 -0.6466501951217651 -11.393011093139648 -3.650493860244751 2.7677361965179443 -4.594003677368164 -1.7800216674804688 -5.517130374908447 4.141642093658447 -3.2866528034210205 0.14445924758911133 -3.7874057292938232 -0.040406882762908936 -5.822725296020508 -0.24759702384471893
ravdees,01-1-songs_ravdees_fearful_131.wav,fearful,3.7704761904761903,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/fearful/01-1-songs_ravdees_fearful_131.wav,0.4447140097618103 0.01328611746430397 2754.1407714525876 1834.0886362112058 4945.577330508475 0.3400175450211864 -444.5218505859375 18.2416934967041 -36.0214729309082 13.476448059082031 -30.939388275146484 -3.1615095138549805 -26.120573043823242 -5.01057243347168 -1.1125950813293457 -9.10350513458252 -1.5859266519546509 0.9215865135192871 -2.834083318710327 1.0025737285614014 -4.45702600479126 8.32256031036377 6.6917195320129395 9.644213676452637 11.915680885314941 6.834653377532959
ravdees,01-2-speech_ravdees_happy_136.wav,happy,3.937278911564626,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/happy/01-2-speech_ravdees_happy_136.wav,0.42693251371383667 0.012491260655224323 2381.9496069063925 1899.4548662008308 4438.760080645161 0.3003087197580645 -514.7706909179688 30.814414978027344 -22.42934799194336 -2.97796368598938 -6.4805216789245605 -15.778731346130371 -17.60984992980957 -16.406936645507812 -4.642510414123535 -6.005690574645996 -14.86718463897705 -3.032325506210327 -8.112961769104004 -6.721794605255127 -11.270153045654297 -2.1343319416046143 -4.939579010009766 3.851562976837158 1.0475069284439087 3.3665144443511963
savee,02_savee_neutral_102.wav,neutral,4.183356009070295,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/neutral/02_savee_neutral_102.wav,0.45805123448371887 0.06922820955514908 639.5203577891498 965.713805484141 1241.5314885496184 0.015975369751908396 -404.94586181640625 124.09052276611328 30.14389419555664 42.64936828613281 13.066946983337402 -20.041362762451172 -13.464720726013184 6.504024505615234 -12.945375442504883 -3.689669370651245 0.18404242396354675 -4.316136837005615 3.3277552127838135 7.463431358337402 -7.3535943031311035 2.299813985824585 -1.7087925672531128 -3.8989639282226562 1.6598179340362549 1.3690814971923828
ravdees,01-2-speech_ravdees_calm_169.wav,calm,3.970657596371882,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/calm/01-2-speech_ravdees_calm_169.wav,0.3917054831981659 0.0013680371921509504 2100.967340445004 1816.5395025015343 4013.875 0.2208515625 -688.4560546875 59.26192092895508 -9.281901359558105 9.388087272644043 -2.9140920639038086 -14.249110221862793 -21.920146942138672 -3.287776231765747 1.0773471593856812 -2.3617970943450928 -9.845620155334473 -1.4749937057495117 -6.894951820373535 -1.5193500518798828 -2.107008695602417 -2.3646788597106934 -3.534346103668213 -3.9776744842529297 -3.1126303672790527 1.3612377643585205
ravdees,01-1-songs_ravdees_sad_149.wav,sad,4.304308390022676,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/01-1-songs_ravdees_sad_149.wav,0.3763624131679535 0.004500321578234434 1987.251506117946 1725.5303600304842 3940.1041666666665 0.22440321180555556 -584.7598266601562 58.57518768310547 -16.52298927307129 19.355894088745117 0.7894985675811768 -13.49126148223877 -15.026956558227539 -6.400631904602051 -10.636744499206543 -5.747895240783691 -9.632490158081055 -2.096357822418213 -4.491293430328369 -4.616154670715332 0.8589944243431091 -3.892878293991089 -5.2830095291137695 -0.3309595286846161 -4.5654168128967285 -4.118503093719482
ravdees,01-2-speech_ravdees_sad_183.wav,sad,3.703718820861678,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/01-2-speech_ravdees_sad_183.wav,0.527728259563446 0.0050064753741025925 2478.918721874857 1913.9413154170645 4660.492995689655 0.3026922817887931 -617.0043334960938 44.87794494628906 -5.891607761383057 12.415051460266113 -2.3625762462615967 -6.840311050415039 -10.204907417297363 -13.81342601776123 -10.601584434509277 0.14517803490161896 -10.030915260314941 2.742746353149414 -9.941646575927734 0.1810523122549057 -5.45095157623291 -7.461293697357178 -1.5000418424606323 -1.4404215812683105 -7.69749641418457 -2.3514578342437744
ravdees,01-2-speech_ravdees_calm_35.wav,calm,4.170839002267574,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/calm/01-2-speech_ravdees_calm_35.wav,0.46812474727630615 0.0038858214393258095 2044.6822898041341 1706.4582542040366 3868.678435114504 0.2854283456583969 -581.1460571289062 67.21625518798828 -4.415410041809082 25.549671173095703 -2.1117730140686035 0.5937001705169678 -9.678403854370117 -10.108511924743652 -1.7852116823196411 3.395507335662842 -7.068294525146484 2.476046323776245 -0.6508564352989197 -1.8600733280181885 -4.711350440979004 -0.5532330274581909 -0.9410474896430969 -0.46314510703086853 -5.879567623138428 0.6262255907058716
emodb,0_emodb_angry_1.wav,angry,2.063537414965986,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/0_emodb_angry_1.wav,0.3125554323196411 0.08260907232761383 2353.2212754510374 1840.9761520605764 4502.163461538462 0.16651141826923077 -229.55027770996094 25.143306732177734 -13.523872375488281 17.06462860107422 -23.883708953857422 -3.0642356872558594 -23.97512435913086 -12.89838981628418 -16.389053344726562 -5.706994533538818 -11.506895065307617 -9.913569450378418 2.2300329208374023 -8.103083610534668 -7.982452869415283 -3.819380044937134 -5.757830619812012 1.8671525716781616 8.255817413330078 10.760502815246582
savee,02_savee_happy_9.wav,happy,2.560453514739229,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/happy/02_savee_happy_9.wav,0.4491194784641266 0.10641629993915558 853.4935022973365 1227.667433199932 1681.712962962963 0.03216628086419753 -343.9243469238281 80.79083251953125 8.88803482055664 13.780709266662598 -2.820463180541992 -7.315667629241943 -10.351622581481934 -3.9629034996032715 1.9901551008224487 4.2676920890808105 -8.705687522888184 1.480947494506836 0.7034017443656921 9.506538391113281 2.500188112258911 1.9754953384399414 -0.6553919911384583 -1.8382014036178589 -0.722611129283905 -0.9111937284469604
ravdees,01-1-songs_ravdees_angry_39.wav,angry,4.571292517006802,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/01-1-songs_ravdees_angry_39.wav,0.42823365330696106 0.014251002110540867 1957.6172939754747 1711.0124873159489 4004.8076923076924 0.21374426354895104 -504.7613525390625 43.11210632324219 -29.065521240234375 15.130555152893066 -12.298640251159668 -4.3011980056762695 -9.276116371154785 -17.290559768676758 -3.155867099761963 3.237870693206787 -12.697529792785645 11.112740516662598 -9.883288383483887 2.0377509593963623 -0.41215553879737854 -4.8309855461120605 -0.9516477584838867 -0.2048519104719162 -9.441702842712402 1.3775955438613892
ravdees,01-2-speech_ravdees_angry_60.wav,angry,3.703718820861678,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/01-2-speech_ravdees_angry_60.wav,0.5266059637069702 0.004696653690189123 1768.7758915517559 1840.4831808531048 3862.6077586206898 0.16788456357758622 -581.99169921875 62.99238586425781 1.3272483348846436 20.36199951171875 4.363242149353027 9.787893295288086 0.3550916016101837 -1.7448630332946777 6.796481609344482 0.33619582653045654 0.2963673174381256 6.424842357635498 -2.4710590839385986 1.447709560394287 -2.1414434909820557 1.5273770093917847 -0.8793342709541321 2.26301646232605 -0.9641095995903015 1.5409693717956543
ravdees,01-2-speech_ravdees_happy_1.wav,happy,3.803854875283447,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/happy/01-2-speech_ravdees_happy_1.wav,0.39369529485702515 0.011097473092377186 2449.1438856574086 1723.1541437333015 4369.485294117647 0.31076434480042014 -526.4323120117188 31.02815055847168 -10.742130279541016 6.392281532287598 -11.038836479187012 -12.986017227172852 -13.211828231811523 -8.341638565063477 0.29422473907470703 -6.679147243499756 -7.408097267150879 0.788047194480896 -11.410575866699219 -1.7544349431991577 -4.865111827850342 -2.913302183151245 -5.75659704208374 -4.755627155303955 -2.6850621700286865 -4.801821708679199
ravdees,01-1-songs_ravdees_angry_164.wav,angry,4.170839002267574,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/01-1-songs_ravdees_angry_164.wav,0.36773908138275146 0.00997970625758171 2470.9718112129167 1650.0783032409777 4407.979484732825 0.2737021409828244 -538.64013671875 20.308753967285156 -35.95155334472656 17.568449020385742 -23.930980682373047 -7.079050540924072 -19.750150680541992 -13.275955200195312 4.685892581939697 -8.3729248046875 -7.533374309539795 -6.690778732299805 -11.018012046813965 -8.498896598815918 -11.46717357635498 -0.24684900045394897 5.595044136047363 12.735642433166504 19.08843994140625 12.033191680908203
emodb,0_emodb_sad_6.wav,sad,5.975646258503401,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/0_emodb_sad_6.wav,0.3536439538002014 0.12583456933498383 1958.0569067949114 1897.9819024894423 4103.567847593583 0.10094888452540107 -223.94691467285156 59.734676361083984 9.36144733428955 32.49403381347656 4.752748966217041 20.248624801635742 -7.929250240325928 -4.1431450843811035 -2.6278672218322754 7.0927863121032715 -7.2350053787231445 -4.703315734863281 1.796786904335022 3.6097781658172607 -13.290665626525879 -3.679476261138916 -1.8857823610305786 -8.308652877807617 -2.381157398223877 -4.210208892822266
emodb,0_emodb_sad_24.wav,sad,2.2667120181405895,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/0_emodb_sad_24.wav,0.4535204768180847 0.152155801653862 1760.8226591859327 1712.159712020263 3479.2033450704225 0.1094025088028169 -165.76779174804688 79.18434143066406 21.55463218688965 47.18457794189453 13.222599983215332 19.78158950805664 -0.9094199538230896 -2.1525607109069824 -8.856813430786133 2.311269521713257 0.9831200242042542 -2.7817580699920654 -1.4637515544891357 10.0338716506958 -6.673912048339844 0.5826736688613892 -2.622098207473755 3.5819883346557617 -8.8590726852417 3.6771507263183594
emodb,0_emodb_disgust_26.wav,disgust,2.3971428571428572,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/disgust/0_emodb_disgust_26.wav,0.3823853135108948 0.11321589350700378 2230.9399756104044 1987.670394236831 4478.645833333333 0.1681640625 -186.17984008789062 58.746212005615234 33.813446044921875 34.625736236572266 17.987443923950195 5.445986270904541 -3.591780662536621 -9.227871894836426 -18.441009521484375 2.7416868209838867 -9.375558853149414 2.7495923042297363 -3.82930064201355 2.5923821926116943 -9.596559524536133 -1.0492178201675415 -3.888857364654541 1.6338175535202026 -6.644536972045898 4.8465895652771
ravdees,01-1-songs_ravdees_angry_123.wav,angry,4.63795918367347,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/01-1-songs_ravdees_angry_123.wav,0.4159197211265564 0.030263904482126236 2467.997163225151 1919.4627824513527 4650.915948275862 0.31389075969827585 -452.8545227050781 14.583181381225586 -17.703693389892578 -2.932111978530884 -17.453380584716797 -11.007879257202148 -11.476645469665527 -21.667011260986328 -9.775527000427246 -5.339906215667725 -18.17578887939453 -7.759100437164307 -11.295726776123047 -4.754985332489014 -15.81663990020752 6.231063365936279 3.7232577800750732 16.714982986450195 13.100836753845215 10.895135879516602
ravdees,01-2-speech_ravdees_disgust_14.wav,disgust,3.737097505668934,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/disgust/01-2-speech_ravdees_disgust_14.wav,0.4765869379043579 0.007771841250360012 1942.9685483226688 1927.0668648856904 4082.5320512820513 0.18781717414529914 -528.7333984375 49.27791213989258 9.507804870605469 5.332215309143066 -5.07506799697876 2.277634620666504 -4.513965129852295 -4.408753871917725 -5.056375980377197 3.716231346130371 -4.935799598693848 -3.966923713684082 -2.627530574798584 -2.312020778656006 -6.049088954925537 0.5200629234313965 -3.92292857170105 -1.2394465208053589 -6.835081100463867 -0.6219481825828552
ravdees,01-1-songs_ravdees_angry_94.wav,angry,4.6046258503401365,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/01-1-songs_ravdees_angry_94.wav,0.426798939704895 0.04407140985131264 2176.143101954008 1721.9521613008453 4026.85546875 0.23607042100694445 -400.9190368652344 28.19505500793457 -29.76784324645996 2.9230926036834717 -12.52490520477295 -5.912837982177734 -9.751832962036133 -13.981571197509766 -1.651185154914856 -1.4745110273361206 -5.444480895996094 -4.11661958694458 -6.812338829040527 -4.373892784118652 -9.443058013916016 3.3003439903259277 6.064714431762695 15.745744705200195 20.354490280151367 14.543163299560547
ravdees,01-1-songs_ravdees_fearful_25.wav,fearful,4.3710657596371885,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/fearful/01-1-songs_ravdees_fearful_25.wav,0.40244346857070923 0.017893346026539803 2109.64249326301 1797.5452397674132 4088.161496350365 0.2742608063412409 -475.3647155761719 42.695068359375 -17.155118942260742 10.161269187927246 -5.580809593200684 -17.671785354614258 -5.538835048675537 -17.406898498535156 -19.464561462402344 7.921128273010254 -15.66735553741455 -0.7844298481941223 -7.28257942199707 -2.373743772506714 -5.159078121185303 -8.19812297821045 -1.3523592948913574 -4.829028129577637 -5.10809850692749 -4.641385555267334
ravdees,01-2-speech_ravdees_happy_135.wav,happy,3.436780045351474,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/happy/01-2-speech_ravdees_happy_135.wav,0.4764389097690582 0.003832227550446987 2377.9875396513994 1878.074116753161 4414.279513888889 0.3292824074074074 -631.958251953125 40.85557556152344 -20.5396728515625 4.435408592224121 -3.192868232727051 -11.823938369750977 -14.519176483154297 -13.223360061645508 -3.59291410446167 -5.401731014251709 -9.377365112304688 -1.0264692306518555 -3.813685655593872 -0.4344736635684967 -10.630322456359863 -2.1640121936798096 -5.2032389640808105 -3.466043472290039 -5.749441146850586 -0.6271563172340393
